"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1949,NA,"Average",1,720,1,1,0,4,1.83,104000,"NORTH GARDEN"
1923,NA,"Average",1,1080,3,1,0,5,0.659,100100,"NORTH GARDEN"
2008,NA,"Average",1,832,2,1,0,6,1,152600,"NORTH GARDEN"
1950,NA,"Fair",1,769,1,1,0,4,0.84,86200,"NORTH GARDEN"
1972,NA,"Fair",1,960,5,1,0,7,0.84,101300,"NORTH GARDEN"
1930,NA,"Poor",1,988,2,1,0,5,1.17,79000,"NORTH GARDEN"
2001,NA,"Average",2,2016,3,2,1,7,1,196200,"NORTH GARDEN"
2006,NA,"Average",2,1836,3,2,1,6,1.013,262300,"NORTH GARDEN"
1900,1976,"Fair",1.3,2455,4,2,0,7,2,176600,"NORTH GARDEN"
1932,NA,"Average",1,1056,3,1,0,6,0.627,121300,"NORTH GARDEN"
1980,NA,"Average",1,980,2,1,0,5,1,53300,"NORTH GARDEN"
1940,NA,"Average",2,2310,4,2,0,7,0.64,180700,"NORTH GARDEN"
1935,NA,"Average",1,852,3,1,0,5,0.5,82500,"NORTH GARDEN"
1974,NA,"Average",1,1040,3,1,0,5,0.538,151000,"NORTH GARDEN"
1940,NA,"Fair",1,900,2,1,0,4,0.36,85300,"NORTH GARDEN"
1966,NA,"Poor",1,560,3,1,0,5,0.17,57000,"NORTH GARDEN"
1902,NA,"Good",1.9,3590,4,3,1,10,1.69,551800,"NORTH GARDEN"
1937,NA,"Average",1.3,1248,2,1,0,4,0,239300,"NORTH GARDEN"
1947,NA,"Good",1.5,2175,4,2,1,7,2.013,290500,"NORTH GARDEN"
1949,NA,"Average",1.5,2088,3,2,0,8,3.554,285600,"NORTH GARDEN"
1967,NA,"Average",1,2202,3,2,1,7,1.676,344200,"NORTH GARDEN"
1966,NA,"Average",1,1250,3,2,0,5,0,253300,"NORTH GARDEN"
1987,NA,"Average",1.5,1776,2,1,0,4,1.87,271800,"NORTH GARDEN"
1949,NA,"Average",1.3,1908,3,2,0,6,0.515,253800,"NORTH GARDEN"
1989,NA,"Good",1.5,2745,4,3,1,9,0.804,387000,"NORTH GARDEN"
2005,NA,"Average",1,768,2,1,0,5,0,159800,"NORTH GARDEN"
2005,NA,"Average",1,768,2,1,0,5,0,159800,"NORTH GARDEN"
1997,NA,"Good",1.7,8581,4,5,1,12,21,2523900,"CHARLOTTESVILLE"
1999,NA,"Good",1.5,5752,6,5,1,13,21,1653000,"CHARLOTTESVILLE"
2018,NA,"Average",1.8,5286,4,4,2,10,21,2183600,"CHARLOTTESVILLE"
1997,NA,"Average",2,4958,5,4,2,12,21,1613300,"CHARLOTTESVILLE"
1997,NA,"Good",2.3,4505,5,3,1,9,21,1432900,"CHARLOTTESVILLE"
1991,NA,"Good",1.5,5056,5,5,1,8,21,1960400,"CHARLOTTESVILLE"
1999,NA,"Good",1,3384,4,3,1,10,21,1137500,"CHARLOTTESVILLE"
1997,NA,"Good",1.7,6011,5,6,0,15,21,1477700,"CHARLOTTESVILLE"
1996,NA,"Good",1.5,4455,4,3,1,10,21,1502300,"CHARLOTTESVILLE"
2000,NA,"Average",1,3513,4,3,1,12,21,1372600,"CHARLOTTESVILLE"
1996,NA,"Average",1,1248,2,2,0,5,5,329500,"CHARLOTTESVILLE"
1999,NA,"Good",2.3,3768,4,3,1,10,21,1217500,"CHARLOTTESVILLE"
2010,NA,"Average",1.3,4142,5,4,1,15,21,1829900,"CHARLOTTESVILLE"
1875,1979,"Good",1.3,5612,6,6,0,11,25.91,2691100,"CHARLOTTESVILLE"
2001,NA,"Average",1,6711,4,4,2,10,21.853,2224800,"CHARLOTTESVILLE"
2000,NA,"Average",1.3,5286,6,6,1,15,21.064,1459500,"CHARLOTTESVILLE"
2003,NA,"Average",1.3,4923,4,4,1,7,21,2242700,"CHARLOTTESVILLE"
1913,2001,"Good",1.7,4806,4,3,0,8,21.832,1098600,"CHARLOTTESVILLE"
2015,NA,"Average",1,4541,3,4,1,12,21,1921100,"CHARLOTTESVILLE"
2000,NA,"Average",1.5,5685,6,5,2,14,25.119,1834400,"CHARLOTTESVILLE"
2000,NA,"Average",2,4212,3,3,0,9,21,1620900,"CHARLOTTESVILLE"
1962,2020,"Excellent",1,1810,4,2,0,6,2,350800,"CHARLOTTESVILLE"
2000,NA,"Average",1,1689,3,2,0,6,2.05,353600,"NORTH GARDEN"
1959,NA,"Average",1,1704,4,2,1,7,10.71,522400,"CHARLOTTESVILLE"
1986,NA,"Average",1.7,1904,4,2,0,7,2,323600,"NORTH GARDEN"
1999,NA,"Average",1,1568,4,4,0,7,2.07,254300,"NORTH GARDEN"
2000,NA,"Average",2,1918,3,3,1,7,3.05,331400,"NORTH GARDEN"
2006,NA,"Average",2,1856,3,2,1,6,2.32,303300,"NORTH GARDEN"
2009,NA,"Average",1,1638,3,2,0,6,2.355,366200,"NORTH GARDEN"
1994,NA,"Average",1,2120,3,2,1,7,3,437700,"NORTH GARDEN"
2011,NA,"Average",1.3,1628,2,2,0,5,2.09,356100,"NORTH GARDEN"
1964,NA,"Average",1,2083,3,2,0,6,2.6,444300,"CHARLOTTESVILLE"
1995,NA,"Good",1.9,3902,4,4,0,9,21,763100,"NORTH GARDEN"
2004,NA,"Average",1.3,4670,5,3,0,9,10.574,852200,"NORTH GARDEN"
2007,NA,"Average",1.7,3114,4,3,1,7,5,439800,"NORTH GARDEN"
2008,NA,"Average",1,5198,3,2,0,7,15.415,898600,"NORTH GARDEN"
1967,NA,"Average",1,1414,3,1,1,7,1.63,267800,"NORTH GARDEN"
1950,NA,"Average",1.5,1240,2,1,0,5,3.346,242900,"NORTH GARDEN"
1973,NA,"Average",1,1777,3,1,1,6,11.94,478500,"NORTH GARDEN"
1986,NA,"Average",1,1120,4,4,0,10,7.036,285800,"NORTH GARDEN"
1910,2007,"Average",2,2240,3,1,1,7,2.042,431100,"NORTH GARDEN"
1890,2006,"Good",2,2384,3,2,0,7,3.268,522900,"NORTH GARDEN"
2004,NA,"Average",1,1456,4,2,0,5,2.32,123100,"NORTH GARDEN"
2011,NA,"Average",1,1037,3,1,1,5,2,193000,"NORTH GARDEN"
1999,NA,"Good",1,2376,3,2,0,7,3.33,302200,"NORTH GARDEN"
2003,NA,"Average",2,2592,3,2,1,8,2.24,247800,"NORTH GARDEN"
1997,NA,"Average",1,1560,3,2,0,6,2.35,171200,"NORTH GARDEN"
1910,NA,"Average",1.9,3126,3,2,2,8,14.32,740300,"NORTH GARDEN"
1953,2013,"Average",1.3,3412,3,3,0,6,1,342700,"NORTH GARDEN"
1998,NA,"Good",1,1792,2,2,0,6,16.971,376700,"NORTH GARDEN"
1991,NA,"Average",1,3031,2,2,0,6,21,947000,"CHARLOTTESVILLE"
1950,NA,"Fair",1,1016,3,1,0,5,10.7,196800,"NORTH GARDEN"
1976,NA,"Average",1,1380,3,3,0,7,7.94,346700,"CHARLOTTESVILLE"
1979,NA,"Average",1,1653,4,3,0,8,19.79,467800,"CHARLOTTESVILLE"
1978,NA,"Average",1,1365,3,3,0,7,9.94,342200,"CHARLOTTESVILLE"
1981,NA,"Average",1,1218,3,1,1,6,2,244600,"CHARLOTTESVILLE"
1992,NA,"Good",1.3,1960,4,3,1,9,32,745000,"CHARLOTTESVILLE"
1977,2007,"Average",2,4308,5,4,1,9,5.976,935800,"CHARLOTTESVILLE"
2005,NA,"Average",2,7213,6,8,1,13,21,1370200,"CHARLOTTESVILLE"
1924,NA,"Average",1,1920,3,1,1,7,2.316,254200,"CHARLOTTESVILLE"
1986,NA,"Good",1.7,5671,4,5,1,8,2.914,1646000,"CHARLOTTESVILLE"
1946,NA,"Average",1,1223,2,1,0,5,5.104,246500,"CHARLOTTESVILLE"
2004,NA,"Average",2,2152,3,2,1,6,0.987,319400,"CHARLOTTESVILLE"
1956,NA,"Good",1,1744,2,2,0,6,4.2,349300,"CHARLOTTESVILLE"
1959,1984,"Average",1.3,2085,4,2,0,8,2.146,272600,"CHARLOTTESVILLE"
2004,NA,"Average",1,1408,4,3,0,8,2,315400,"CHARLOTTESVILLE"
2018,NA,"Average",1,2240,3,2,1,7,4.331,464300,"CHARLOTTESVILLE"
1986,NA,"Average",1,1740,3,2,0,7,2.574,297100,"CHARLOTTESVILLE"
1966,NA,"Average",1,1749,4,2,0,8,4.199,363500,"CHARLOTTESVILLE"
1976,NA,"Poor",1,744,2,2,0,5,8.037,76300,"CHARLOTTESVILLE"
1968,NA,"Fair",2,1344,3,1,0,5,8.117,141600,"CHARLOTTESVILLE"
1946,NA,"Poor",1.5,600,3,1,0,4,3.85,121700,"CHARLOTTESVILLE"
1952,NA,"Fair",1.5,1176,4,1,0,7,48.7,244300,"CHARLOTTESVILLE"
1984,NA,"Average",2,6198,6,5,1,14,390.31,1865300,"CHARLOTTESVILLE"
1920,NA,"Average",1,972,2,1,0,5,0.49,103000,"CHARLOTTESVILLE"
1924,NA,"Excellent",2,5112,4,2,0,9,14.042,896000,"CHARLOTTESVILLE"
1976,NA,"Average",1,1715,2,1,0,5,2.09,368400,"CHARLOTTESVILLE"
1993,NA,"Average",1.5,1758,3,2,1,5,6.364,361700,"CHARLOTTESVILLE"
1930,NA,"Very Poor",1,1016,3,1,0,5,1.78,63700,"CHARLOTTESVILLE"
1880,NA,"Average",1.9,2118,4,1,1,8,21,401500,"CHARLOTTESVILLE"
1982,NA,"Average",1,1456,2,2,0,4,8.496,257000,"CHARLOTTESVILLE"
1979,NA,"Average",1,1066,3,1,0,5,13,294300,"CHARLOTTESVILLE"
1968,NA,"Average",1,1188,4,2,0,6,3.08,235500,"CHARLOTTESVILLE"
1994,NA,"Average",1,1300,3,2,0,5,6,158000,"CHARLOTTESVILLE"
2008,NA,"Average",1,1887,2,2,0,5,30.66,488200,"CHARLOTTESVILLE"
1950,NA,"Average",1,936,2,1,0,4,20.11,358300,"CHARLOTTESVILLE"
2012,NA,"Average",1,1450,2,1,0,4,57.86,609500,"CHARLOTTESVILLE"
1983,NA,"Good",1.9,2506,3,2,0,6,35.4,641700,"CHARLOTTESVILLE"
1989,NA,"Average",1.9,1806,3,2,1,6,64.5,434200,"CHARLOTTESVILLE"
2002,NA,"Average",2,3073,3,3,1,7,4.05,569800,"CHARLOTTESVILLE"
2003,NA,"Average",1.3,2770,4,3,0,7,6.72,646400,"CHARLOTTESVILLE"
2004,NA,"Average",1.3,2060,3,2,0,7,6,421000,"CHARLOTTESVILLE"
1981,2007,"Good",1.5,1875,1,3,0,4,48.78,393100,"CHARLOTTESVILLE"
1962,NA,"Average",1,828,3,1,0,6,2.49,172100,"NORTH GARDEN"
1991,NA,"Good",1,1616,3,3,0,7,5.26,360100,"NORTH GARDEN"
1994,NA,"Average",1,1560,3,1,0,6,4.321,290700,"CHARLOTTESVILLE"
1971,2018,"Good",1,2350,4,3,1,12,4.185,453800,"CHARLOTTESVILLE"
1992,NA,"Good",1,1268,3,2,1,9,2,303700,"CHARLOTTESVILLE"
1984,2018,"Excellent",1,1940,3,2,0,6,8,415400,"NORTH GARDEN"
1821,NA,"Average",2,2982,5,4,0,11,55.39,917400,"CHARLOTTESVILLE"
2010,NA,"Average",1,1080,1,1,0,4,5,172500,"NORTH GARDEN"
1973,NA,"Average",1,1910,3,2,0,7,2.07,213900,"NORTH GARDEN"
1983,NA,"Average",1,1400,3,2,0,6,7.547,265800,"NORTH GARDEN"
1980,NA,"Very Poor",1,924,2,2,0,5,3.61,66700,"NORTH GARDEN"
2000,NA,"Average",1,1848,3,2,0,6,2.993,131700,"NORTH GARDEN"
1964,1989,"Average",1,1077,4,1,0,7,2.76,236000,"NORTH GARDEN"
1968,NA,"Average",1,1824,3,1,1,5,3.065,270900,"NORTH GARDEN"
1964,2009,"Good",1,1817,4,3,0,6,2.945,280000,"NORTH GARDEN"
1975,NA,"Average",1,960,3,1,0,6,2.936,198500,"NORTH GARDEN"
1969,NA,"Average",1,1525,3,2,0,5,3.85,242700,"NORTH GARDEN"
1965,NA,"Very Poor",1,1566,3,1,0,6,3.36,148000,"NORTH GARDEN"
1980,NA,"Average",1,720,3,2,0,5,3.02,106100,"NORTH GARDEN"
1976,NA,"Average",1,1144,4,2,0,8,3,239700,"NORTH GARDEN"
1979,2012,"Good",1.5,960,3,2,0,4,2.8,222000,"NORTH GARDEN"
1973,NA,"Average",1,1056,5,2,1,11,2.8,223700,"NORTH GARDEN"
1977,NA,"Average",1,1338,3,1,0,6,2.73,259900,"NORTH GARDEN"
1999,NA,"Average",1,1080,3,2,0,5,1,99200,"NORTH GARDEN"
1980,NA,"Average",1,1002,3,1,0,5,2,90100,"NORTH GARDEN"
1929,NA,"Average",1.7,1275,3,1,1,6,28.39,438100,"NORTH GARDEN"
2020,NA,"Average",1,2212,4,2,1,8,2.41,680600,"NORTH GARDEN"
2019,NA,"Average",2,3954,4,3,1,8,2.03,913500,"NORTH GARDEN"
2019,NA,"Average",2,3160,3,3,1,7,2.1,775300,"NORTH GARDEN"
2021,NA,"Average",2,3100,4,5,1,8,3.08,191600,"NORTH GARDEN"
2021,NA,"Average",2,3968,4,4,1,9,2.63,1082300,"NORTH GARDEN"
2018,NA,"Average",2,3346,5,4,1,10,3.86,798800,"NORTH GARDEN"
2018,NA,"Average",2,3726,4,4,1,10,4.22,964400,"NORTH GARDEN"
2012,NA,"Average",2,2496,3,3,0,7,9.7,279400,"CHARLOTTESVILLE"
1994,NA,"Average",1,1488,3,2,0,6,2,142300,"CHARLOTTESVILLE"
1980,NA,"Average",1,1568,3,2,0,6,7.742,131800,"CHARLOTTESVILLE"
2003,NA,"Average",1,1188,3,2,0,5,5,110900,"CHARLOTTESVILLE"
1980,NA,"Fair",1,780,3,2,0,5,2.21,60800,"CHARLOTTESVILLE"
1990,NA,"Fair",1,1868,5,3,0,10,2.02,68700,"CHARLOTTESVILLE"
1940,NA,"Average",1,1448,2,2,0,6,2.08,177700,"CHARLOTTESVILLE"
1987,NA,"Fair",1,1008,3,2,0,5,4.24,73000,"CHARLOTTESVILLE"
1920,2006,"Average",1,680,2,1,0,4,1.44,120600,"CHARLOTTESVILLE"
1940,NA,"Average",1,1008,3,1,0,5,1.24,176000,"CHARLOTTESVILLE"
1965,NA,"Average",1,975,2,1,0,5,2,207400,"CHARLOTTESVILLE"
1973,NA,"Average",1,912,3,1,0,5,2.03,143400,"CHARLOTTESVILLE"
1980,NA,"Poor",1,810,2,2,0,5,2.003,63700,"CHARLOTTESVILLE"
1998,NA,"Good",1.7,2782,3,3,0,7,5.368,589500,"CHARLOTTESVILLE"
1998,NA,"Average",1.9,3696,4,2,1,8,17,479100,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1824,2,1,0,5,38.002,290500,"CHARLOTTESVILLE"
2000,NA,"Average",1.9,3014,4,3,1,10,2.077,446700,"CHARLOTTESVILLE"
1994,NA,"Average",1,1728,3,2,0,5,2,128700,"CHARLOTTESVILLE"
1935,NA,"Average",1,776,2,1,0,4,2.363,143700,"CHARLOTTESVILLE"
1754,NA,"Fair",1,696,2,1,0,5,1,121800,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1770,2,1,0,4,2.003,169100,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1788,2,2,0,5,2.274,115300,"CHARLOTTESVILLE"
2014,NA,"Average",1,1516,3,2,0,6,0.98,231700,"CHARLOTTESVILLE"
1975,2018,"Excellent",1,960,3,2,0,5,1.025,260900,"CHARLOTTESVILLE"
1964,NA,"Average",1,912,3,1,0,5,2.995,135500,"CHARLOTTESVILLE"
2001,NA,"Average",1,1120,3,2,0,6,2.266,100500,"CHARLOTTESVILLE"
2006,NA,"Average",1,1512,3,2,0,6,2.266,113200,"CHARLOTTESVILLE"
2018,NA,"Average",1,1392,3,2,NA,5,3.696,248100,"CHARLOTTESVILLE"
1990,NA,"Very Poor",1,1344,3,1,1,5,2.16,50000,"CHARLOTTESVILLE"
2004,NA,"Average",1,1512,2,2,0,5,2,120800,"CHARLOTTESVILLE"
2000,NA,"Average",1,2064,3,2,0,6,2.485,149500,"CHARLOTTESVILLE"
2006,NA,"Average",1,1248,3,2,0,5,2.485,122800,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1242,3,2,0,6,5,88100,"CHARLOTTESVILLE"
1998,NA,"Good",1,532,1,1,0,3,5.196,96700,"CHARLOTTESVILLE"
1940,NA,"Average",1,1197,3,1,0,6,7.055,173200,"CHARLOTTESVILLE"
1997,NA,"Average",1,1680,3,1,0,7,2,111900,"CHARLOTTESVILLE"
1982,NA,"Average",1,1984,3,2,0,6,2.05,353200,"CHARLOTTESVILLE"
1997,NA,"Average",1,1080,3,2,1,6,0.977,223400,"CHARLOTTESVILLE"
1930,NA,"Fair",1,832,2,1,0,4,6,161100,"CHARLOTTESVILLE"
1994,NA,"Average",1,2076,3,2,0,6,10.82,470500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1696,3,2,0,7,2.191,243100,"CHARLOTTESVILLE"
1981,NA,"Excellent",1.7,1824,4,2,0,7,2.072,347700,"CHARLOTTESVILLE"
1983,NA,"Average",1.3,2176,4,2,1,7,2.046,356200,"CHARLOTTESVILLE"
1983,NA,"Good",1.3,1948,4,2,1,8,2.031,253900,"CHARLOTTESVILLE"
1981,NA,"Average",1.3,2304,4,3,0,7,2.123,367500,"CHARLOTTESVILLE"
1983,NA,"Average",1.5,1632,3,2,1,5,2.097,265500,"CHARLOTTESVILLE"
1989,NA,"Average",1,1008,3,1,1,5,2,194400,"CHARLOTTESVILLE"
1930,NA,"Fair",1,1008,2,1,0,4,2.03,99100,"CHARLOTTESVILLE"
1980,NA,"Average",1,1472,3,2,0,6,2,84900,"CHARLOTTESVILLE"
2018,NA,"Average",2,960,1,2,NA,5,48.303,356000,"CHARLOTTESVILLE"
1971,NA,"Fair",1,1008,3,1,1,5,2.94,120700,"CHARLOTTESVILLE"
1922,NA,"Very Poor",1.5,810,3,1,0,6,21.05,218500,"CHARLOTTESVILLE"
1988,NA,"Average",1.5,2017,4,4,0,9,35.2,758500,"CHARLOTTESVILLE"
1984,NA,"Good",1,1344,2,2,0,6,18.15,416600,"CHARLOTTESVILLE"
1985,NA,"Average",2,2076,3,2,1,6,2.474,342000,"CHARLOTTESVILLE"
1985,NA,"Average",1.7,2232,3,2,1,7,2.501,381400,"CHARLOTTESVILLE"
2014,NA,"Average",1.5,2771,2,3,0,6,3.141,1083000,"CHARLOTTESVILLE"
1986,NA,"Average",1.7,1671,2,2,0,5,2.205,256000,"CHARLOTTESVILLE"
2008,NA,"Average",1.5,3198,4,4,0,10,167.46,1556500,"CHARLOTTESVILLE"
2004,NA,"Average",1,1516,3,2,0,6,5.47,359000,"CHARLOTTESVILLE"
2015,NA,"Average",1,1844,3,2,1,5,21.96,601800,"CHARLOTTESVILLE"
2002,NA,"Average",1,1504,3,2,0,6,2,301100,"CHARLOTTESVILLE"
2003,NA,"Average",1.3,2580,3,3,0,8,8.61,460700,"CHARLOTTESVILLE"
1986,NA,"Average",2,3451,4,4,0,10,11.902,588100,"CHARLOTTESVILLE"
2018,NA,"Average",1.66,2854,3,4,0,8,6.654,855300,"CHARLOTTESVILLE"
2016,NA,"Average",2,3658,5,6,1,10,23.755,1555300,"CHARLOTTESVILLE"
2015,NA,"Average",1.7,3028,3,3,1,6,3.379,848000,"CHARLOTTESVILLE"
2013,NA,"Average",2,3486,4,4,1,8,5.7,979800,"CHARLOTTESVILLE"
2014,NA,"Average",1,3109,4,3,1,10,3.682,1300300,"CHARLOTTESVILLE"
2008,NA,"Average",2,3722,5,4,1,9,22.449,1113000,"CHARLOTTESVILLE"
2013,NA,"Average",1.5,4190,4,3,1,10,21.018,1257200,"CHARLOTTESVILLE"
1984,NA,"Average",1,1056,3,1,2,6,21.89,337200,"CHARLOTTESVILLE"
1940,2004,"Good",1.5,3414,3,2,1,9,2.276,411700,"CHARLOTTESVILLE"
1989,NA,"Average",2,2765,5,3,1,11,8.183,356200,"CHARLOTTESVILLE"
1974,NA,"Good",1,1066,4,1,1,6,2.062,218300,"CHARLOTTESVILLE"
1974,2002,"Good",1.9,1945,4,2,0,8,2.35,273600,"CHARLOTTESVILLE"
1974,NA,"Good",1,1066,4,1,0,6,2.038,200900,"CHARLOTTESVILLE"
1974,2000,"Good",1,1164,4,1,1,6,2.006,298600,"CHARLOTTESVILLE"
1974,NA,"Average",1,1318,3,1,0,6,2.63,178500,"CHARLOTTESVILLE"
1974,NA,"Average",1.7,1897,3,2,1,6,2.37,230500,"CHARLOTTESVILLE"
1974,2002,"Average",2,2132,4,2,0,6,3.365,296200,"CHARLOTTESVILLE"
1940,NA,"Average",1,1344,2,1,0,5,8.63,267800,"CHARLOTTESVILLE"
1986,NA,"Average",1,1080,3,1,0,6,3.098,197400,"CHARLOTTESVILLE"
1910,NA,"Very Poor",1,1328,3,0,0,6,3.13,90700,"CHARLOTTESVILLE"
1950,NA,"Average",1,1472,2,1,0,4,3.02,167800,"CHARLOTTESVILLE"
1974,NA,"Average",1,1828,4,4,0,8,3.005,282000,"CHARLOTTESVILLE"
1971,NA,"Average",1,2375,4,2,1,5,3.009,276700,"CHARLOTTESVILLE"
1988,NA,"Average",1,1589,3,3,0,6,3,325800,"CHARLOTTESVILLE"
1985,NA,"Poor",1,644,2,2,0,5,3.01,84300,"CHARLOTTESVILLE"
1983,2005,"Average",1,2384,3,2,0,6,3.101,215800,"CHARLOTTESVILLE"
1980,NA,"Fair",1,938,3,2,0,5,2.022,83700,"CHARLOTTESVILLE"
1974,NA,"Average",1,1573,4,2,0,9,87.68,1022900,"CHARLOTTESVILLE"
1972,NA,"Very Poor",1.5,1224,3,2,0,6,2.017,133000,"CHARLOTTESVILLE"
1972,NA,"Average",1.5,1224,3,2,0,6,2,170500,"CHARLOTTESVILLE"
1972,NA,"Average",1.3,1344,3,2,0,5,2,147500,"CHARLOTTESVILLE"
1972,NA,"Average",1.7,1344,3,1,1,5,2.04,108900,"CHARLOTTESVILLE"
1988,NA,"Good",1,2166,3,2,1,6,10,508100,"CHARLOTTESVILLE"
1972,NA,"Good",1.3,1480,3,2,0,6,4,253800,"CHARLOTTESVILLE"
1972,NA,"Fair",1,1200,3,3,0,9,4.01,186500,"CHARLOTTESVILLE"
2001,2008,"Good",1,2078,3,2,0,7,5,398200,"CHARLOTTESVILLE"
1912,NA,"Average",2,2548,3,2,0,7,3.853,355400,"CHARLOTTESVILLE"
1972,2003,"Good",2,2252,3,3,0,7,3.657,356300,"CHARLOTTESVILLE"
1979,NA,"Average",1,1860,3,2,0,6,3.006,215500,"CHARLOTTESVILLE"
1973,NA,"Good",1.3,2628,4,3,0,9,2.068,323700,"CHARLOTTESVILLE"
1999,NA,"Good",1,2082,3,2,1,7,4.98,439700,"CHARLOTTESVILLE"
2001,NA,"Average",1.9,2510,3,2,1,8,5.226,434300,"CHARLOTTESVILLE"
2001,NA,"Average",2,5286,5,4,1,11,23.424,675200,"CHARLOTTESVILLE"
1998,NA,"Good",2,3360,3,3,0,8,21.24,741600,"CHARLOTTESVILLE"
2003,NA,"Average",1.3,2278,3,2,2,8,21.13,535900,"CHARLOTTESVILLE"
1999,NA,"Good",1,2632,3,2,1,8,5.15,468300,"CHARLOTTESVILLE"
1998,NA,"Average",1.9,3076,4,3,1,8,3.93,441600,"CHARLOTTESVILLE"
1974,NA,"Average",1,690,2,2,0,4,2.554,149100,"CHARLOTTESVILLE"
1974,NA,"Average",1,1250,3,2,0,6,2,283500,"CHARLOTTESVILLE"
1974,NA,"Average",1,1538,3,2,0,8,2,294200,"CHARLOTTESVILLE"
1984,NA,"Fair",1.9,1850,3,1,1,8,2,248500,"CHARLOTTESVILLE"
1999,NA,"Good",2,2764,4,3,1,8,3,398100,"CHARLOTTESVILLE"
2001,NA,"Average",1,1554,3,2,0,6,17.11,495500,"CHARLOTTESVILLE"
1940,2010,"Average",1,1110,2,1,0,4,2.66,197600,"CHARLOTTESVILLE"
1988,NA,"Average",1,1380,3,3,0,7,4.59,349800,"CHARLOTTESVILLE"
1980,NA,"Average",1,960,3,2,1,5,5,290000,"CHARLOTTESVILLE"
1999,NA,"Good",1.3,3205,3,3,1,7,5,833000,"CHARLOTTESVILLE"
1983,NA,"Good",2,2142,3,2,1,8,5,467300,"CHARLOTTESVILLE"
1980,NA,"Fair",1,924,3,2,0,5,3,97200,"CHARLOTTESVILLE"
1984,NA,"Fair",1,1742,5,2,0,9,2,227600,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1104,3,2,0,6,2,75000,"CHARLOTTESVILLE"
1926,NA,"Fair",1,852,2,1,0,5,5.206,145200,"CHARLOTTESVILLE"
2002,NA,"Average",1,1456,3,2,0,6,4.8,260900,"CHARLOTTESVILLE"
1996,NA,"Fair",1,1456,3,2,0,6,5,110900,"CHARLOTTESVILLE"
2003,2020,"Good",1,1834,4,3,0,6,1.02,340200,"CHARLOTTESVILLE"
1975,NA,"Average",1,1104,3,1,1,5,1,164200,"CHARLOTTESVILLE"
1968,NA,"Average",1,1320,4,2,0,5,1.04,155800,"CHARLOTTESVILLE"
1920,NA,"Fair",1.7,1350,2,1,0,6,6,190000,"CHARLOTTESVILLE"
2008,NA,"Average",1.7,2162,3,2,0,6,12,391800,"CHARLOTTESVILLE"
1992,NA,"Average",1.7,2466,2,2,0,7,45.704,687300,"CHARLOTTESVILLE"
1984,NA,"Average",1.9,2896,3,2,1,7,17.25,492100,"CHARLOTTESVILLE"
1990,NA,"Average",1.9,2180,4,3,0,7,16.739,546200,"CHARLOTTESVILLE"
1988,NA,"Average",2.3,1604,3,1,0,6,10.51,335400,"CHARLOTTESVILLE"
1985,NA,"Excellent",1.5,2196,3,2,0,7,12.5,793500,"CHARLOTTESVILLE"
1992,NA,"Average",2,2688,3,2,1,7,17.991,620600,"CHARLOTTESVILLE"
1984,NA,"Good",1,1980,3,2,1,6,2,312500,"CHARLOTTESVILLE"
1800,1956,"Average",2,3060,3,3,0,8,18.645,1433300,"CHARLOTTESVILLE"
1920,1976,"Good",1.5,2441,3,3,0,6,2,389000,"CHARLOTTESVILLE"
1979,NA,"Fair",1,1261,3,2,0,5,2,236500,"CHARLOTTESVILLE"
1754,1990,"Average",1,1699,3,2,0,6,2.78,287100,"CHARLOTTESVILLE"
1971,1985,"Average",1,640,2,1,0,4,2.22,152800,"CHARLOTTESVILLE"
1985,1993,"Average",1,2248,3,3,0,8,2.04,449200,"CHARLOTTESVILLE"
1952,NA,"Average",1.7,4916,4,4,1,9,36.005,2611800,"CHARLOTTESVILLE"
1976,NA,"Average",1,1305,4,3,0,8,2.056,327400,"CHARLOTTESVILLE"
1976,NA,"Average",1,1859,2,1,0,5,2.031,296200,"CHARLOTTESVILLE"
1977,NA,"Average",1,1188,4,2,0,7,2.017,290900,"CHARLOTTESVILLE"
1977,NA,"Average",1,1180,5,2,0,10,2.015,294100,"CHARLOTTESVILLE"
1976,NA,"Average",1,1464,3,2,0,7,2.024,270700,"CHARLOTTESVILLE"
1974,NA,"Poor",1.5,3256,4,3,2,7,2.052,386200,"CHARLOTTESVILLE"
1974,NA,"Average",1.7,2398,4,4,1,8,2.096,435100,"CHARLOTTESVILLE"
1974,2002,"Average",2,2684,5,3,1,9,2.133,432700,"CHARLOTTESVILLE"
1978,2004,"Good",1.5,1938,4,2,1,8,1.05,275800,"CHARLOTTESVILLE"
2016,NA,"Average",1.53,1472,3,2,0,5,0.89,213100,"CHARLOTTESVILLE"
1986,NA,"Average",1,1563,5,2,0,9,1.34,317300,"CHARLOTTESVILLE"
1967,NA,"Average",1,2279,3,3,0,7,1.06,322500,"CHARLOTTESVILLE"
1988,NA,"Good",1,1638,3,2,0,7,1.06,291200,"CHARLOTTESVILLE"
